,molecule_chembl_id,canonical_smiles,pIC50,mol,is_lipinski,RotatableBonds,mw,logp,hbd,hba,TPSA,QED
1562,CHEMBL3919895,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccnc(-n2cccn2)c1,6.690369832574102,<rdkit.Chem.rdchem.Mol object at 0x176782b90>,True,6,392.45900000000006,3.3942000000000023,0,5,69.48,0.6431212218909557
1566,CHEMBL3931438,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(Cl)cc1,6.812479279163537,<rdkit.Chem.rdchem.Mol object at 0x176782c70>,True,5,359.85299999999995,4.611000000000004,0,3,38.77,0.7820007635586801
1568,CHEMBL3937707,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,7.7447274948966935,<rdkit.Chem.rdchem.Mol object at 0x176782ce0>,True,6,427.394,4.995300000000005,0,4,48.0,0.6094315843073823
1571,CHEMBL3900701,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(C(F)(F)F)cc1,6.767003889607846,<rdkit.Chem.rdchem.Mol object at 0x176782e30>,True,5,393.405,4.976400000000004,0,3,38.77,0.7195017802316781
1573,CHEMBL3951832,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)F)cc1,7.508638306165727,<rdkit.Chem.rdchem.Mol object at 0x176782ea0>,True,7,391.414,4.559000000000004,0,4,48.0,0.69434590352631
1577,CHEMBL3904115,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(-n2cccc2)cc1,6.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x176782f80>,True,6,390.483,4.748300000000004,0,3,43.7,0.6101299604941289
1584,CHEMBL3967832,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OCCF)cc1,7.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x176783060>,True,8,387.4510000000001,4.305900000000004,0,4,48.0,0.6773958001393955
1585,CHEMBL3929234,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)F)nc1,7.036212172654444,<rdkit.Chem.rdchem.Mol object at 0x1767830d0>,True,7,392.402,3.9540000000000033,0,5,60.89,0.7140041653851561
1586,CHEMBL3956786,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(OC(F)F)c1,7.107905397309519,<rdkit.Chem.rdchem.Mol object at 0x176783140>,True,7,391.414,4.559000000000004,0,4,48.0,0.69434590352631
1588,CHEMBL3955790,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cc2ccccc2o1,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x1767831b0>,True,5,365.42900000000003,4.703800000000005,0,4,51.910000000000004,0.6573438113054177
1590,CHEMBL3943680,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2c(c1)OC(F)(F)O2,6.749579997691106,<rdkit.Chem.rdchem.Mol object at 0x176783290>,True,5,405.39700000000005,4.279100000000003,0,5,57.230000000000004,0.7433357292361967
1591,CHEMBL3963425,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cccc(OC(F)F)n1,7.1938200260161125,<rdkit.Chem.rdchem.Mol object at 0x176783300>,True,7,392.402,3.9540000000000033,0,5,60.89,0.7140041653851561
1595,CHEMBL3904193,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)F)cn1,7.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x1767833e0>,True,7,392.402,3.9540000000000033,0,5,60.89,0.7140041653851561
1603,CHEMBL3890634,CCOc1ccccc1C1CCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.619788758288394,<rdkit.Chem.rdchem.Mol object at 0x176783530>,True,6,379.378,4.847600000000004,0,3,38.769999999999996,0.7204111398426637
1606,CHEMBL3903138,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)F)c1,7.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x1767835a0>,True,7,391.41400000000004,4.414900000000004,0,4,48.0,0.7013280399120514
1608,CHEMBL3909846,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)(F)F)c1,6.966576244513051,<rdkit.Chem.rdchem.Mol object at 0x176783610>,True,6,409.40400000000005,4.712100000000004,0,4,48.0,0.6932980553678632
1609,CHEMBL3925582,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)F)n1,6.716698771296451,<rdkit.Chem.rdchem.Mol object at 0x176783680>,True,7,392.40200000000004,3.8099000000000025,0,5,60.89,0.7171644490012369
1613,CHEMBL3969685,CCOc1ccc(CN2C(=O)CCCC2c2c(OC)cccc2OC)cc1,7.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x1767836f0>,True,7,369.46100000000007,4.356300000000004,0,4,48.0,0.7276784796936377
1614,CHEMBL3963602,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(C)C)cc1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x176783760>,True,7,383.48800000000006,4.744800000000004,0,4,48.0,0.6925448676781129
1616,CHEMBL3981092,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OCC2CC2)cc1,7.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x1767837d0>,True,8,395.49900000000014,4.746400000000005,0,4,48.0,0.6473611359090754
1621,CHEMBL3908200,COc1cccc(OCCO)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.070581074285707,<rdkit.Chem.rdchem.Mol object at 0x1767838b0>,True,8,439.43000000000006,4.218700000000004,1,5,68.23,0.6672696948597795
1640,CHEMBL3903177,COc1cc(F)cc(OC)c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.568636235841013,<rdkit.Chem.rdchem.Mol object at 0x176783990>,True,6,427.39400000000006,4.995300000000005,0,4,48.0,0.6094315843073823
1649,CHEMBL3935942,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2c(ccn2C)c1,6.560667306169737,<rdkit.Chem.rdchem.Mol object at 0x176783b50>,True,5,378.47200000000004,4.449300000000004,0,3,43.7,0.6588090947414227
1651,CHEMBL3925895,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2c(c1)nnn2C,6.507239610973162,<rdkit.Chem.rdchem.Mol object at 0x176783bc0>,True,5,380.44800000000004,3.239300000000002,0,5,69.48000000000002,0.6796369559295847
1653,CHEMBL3926227,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(N2CCCC2)cc1,6.87942606879415,<rdkit.Chem.rdchem.Mol object at 0x176783c30>,True,6,394.51500000000016,4.557800000000004,0,4,42.010000000000005,0.7204080693245513
1654,CHEMBL3933444,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc(OCC(F)(F)F)cc1,7.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x176783ca0>,True,7,423.43100000000004,4.898700000000005,0,4,48.0,0.6357771947856845
1655,CHEMBL3959670,COc1cccc(OC)c1C1CCCC(=O)N1Cc1cc2ccccc2n1C,7.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x176783d10>,True,5,378.47200000000004,4.449300000000004,0,3,43.7,0.6588090947414227
1657,CHEMBL3917353,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2oc(C)nc2c1,6.651695136951839,<rdkit.Chem.rdchem.Mol object at 0x176783d80>,True,5,380.4440000000001,4.407220000000004,0,5,64.80000000000001,0.6560582651213587
1679,CHEMBL3943446,COc1ncnc(OC)c1C1CCCC(=O)N1Cc1csc(-c2ccccc2)n1,6.59176003468815,<rdkit.Chem.rdchem.Mol object at 0x176783e60>,True,6,410.499,3.871100000000003,0,7,77.44000000000001,0.613896843401046
1702,CHEMBL3898298,COc1cccc(Cl)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.531652669587842,<rdkit.Chem.rdchem.Mol object at 0x1767103c0>,True,5,415.795,4.081700000000002,1,4,59.0,0.7990289554342626
1707,CHEMBL3938412,CCOc1ccccc1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x176710430>,True,6,395.377,3.818400000000003,1,4,59.0,0.8080537275446243
1708,CHEMBL3987155,CCOc1ccccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x1767104a0>,True,6,397.368,4.795600000000004,0,3,38.769999999999996,0.6578769119114577
1709,CHEMBL3964757,COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.180456064458132,<rdkit.Chem.rdchem.Mol object at 0x176710510>,True,5,401.331,4.5446000000000035,0,3,38.769999999999996,0.6906908038607903
1711,CHEMBL3948062,COc1cc(F)ccc1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.844663962534939,<rdkit.Chem.rdchem.Mol object at 0x1767105f0>,True,5,401.331,4.5446000000000035,0,3,38.769999999999996,0.6906908038607903
1733,CHEMBL3949219,COc1cccc(C)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.749579997691106,<rdkit.Chem.rdchem.Mol object at 0x176710820>,True,5,397.368,4.713920000000004,0,3,38.769999999999996,0.6860267250651396
1734,CHEMBL3952476,COc1cccc(C)c1[C@@H]1C[C@H](Cl)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.899629454882437,<rdkit.Chem.rdchem.Mol object at 0x176710890>,True,5,413.82300000000004,4.983220000000004,0,3,38.769999999999996,0.6485706472467934
1740,CHEMBL3969634,COc1ccc(F)c(OC)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.528708288941061,<rdkit.Chem.rdchem.Mol object at 0x176710970>,True,6,431.3570000000001,4.553200000000004,0,4,48.0,0.6299496045681451
1742,CHEMBL3958542,CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.481486060122112,<rdkit.Chem.rdchem.Mol object at 0x176710a50>,True,6,413.367,3.957500000000003,1,4,59.0,0.7288464517526803
1746,CHEMBL3974803,CCOc1ccc(F)c(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.236572006437063,<rdkit.Chem.rdchem.Mol object at 0x176710ba0>,True,6,431.3570000000001,4.096600000000003,1,4,59.0,0.7002875170776189
1750,CHEMBL3890497,CCOc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x176710cf0>,True,6,415.358,4.934700000000003,0,3,38.769999999999996,0.6280639864650999
1768,CHEMBL3893641,COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(-c2ncc(C)s2)c1,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x1767111c0>,True,5,411.50200000000007,4.770920000000004,0,5,55.32,0.6068188843821735
1769,CHEMBL3921650,COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(-n2cccn2)c1,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x176711230>,True,5,380.423,3.524700000000002,0,4,60.25,0.6794921672857438
1774,CHEMBL3923606,COc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(-c2nc(C)cs2)c1,8.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x176711460>,True,5,411.50200000000007,4.770920000000005,0,5,55.32,0.6068188843821734
1781,CHEMBL3911666,CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)F)cc1,7.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x176711690>,True,7,393.40500000000003,4.935500000000005,0,3,38.769999999999996,0.6691978091574998
1782,CHEMBL3973633,CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1cccc(OC(F)F)c1,7.3872161432802645,<rdkit.Chem.rdchem.Mol object at 0x176711700>,True,7,393.40500000000003,4.935500000000004,0,3,38.769999999999996,0.6691978091574999
1784,CHEMBL3893831,CCOc1cccc(CN2C(=O)C(C)CC2c2c(F)cccc2OCC)c1,7.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x1767117e0>,True,7,371.4520000000001,4.732800000000005,0,3,38.769999999999996,0.706048508528752
1787,CHEMBL3952851,CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccc2ccccc2n1,7.1487416512809245,<rdkit.Chem.rdchem.Mol object at 0x1767118c0>,True,5,378.44700000000006,4.882300000000004,0,3,42.43,0.6352789965829879
1789,CHEMBL3964419,CCOc1cccc(F)c1C1CC(C)C(=O)N1Cc1ccnc(-n2cccn2)c1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x1767119a0>,True,6,394.45000000000005,3.9148000000000023,0,4,60.25,0.6359375748782535
1796,CHEMBL3970401,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cc2ccccc2n1C,6.87942606879415,<rdkit.Chem.rdchem.Mol object at 0x176711cb0>,True,5,378.4720000000001,4.305200000000004,0,3,43.7,0.6646373960771778
1798,CHEMBL3960262,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cc2cc(F)ccc2n1C,6.847711655616943,<rdkit.Chem.rdchem.Mol object at 0x176711d20>,True,5,396.4620000000001,4.444300000000004,0,3,43.7,0.6402498732680444
1802,CHEMBL3928080,CC(C)Oc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.113509274827518,<rdkit.Chem.rdchem.Mol object at 0x176711d90>,True,6,427.39400000000006,4.346000000000004,1,4,59.0,0.6969806301386376
1808,CHEMBL3957833,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,6.73754891026957,<rdkit.Chem.rdchem.Mol object at 0x176711f50>,True,6,427.39400000000006,4.851200000000004,0,4,48.0,0.61868918150912
1813,CHEMBL3955473,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1ccccc1OC(F)(F)F,7.060480747381382,<rdkit.Chem.rdchem.Mol object at 0x176712030>,True,6,409.40400000000005,4.712100000000004,0,4,48.0,0.6932980553678632
1824,CHEMBL3949744,CC1CC(c2c(F)cccc2OCCO)N(Cc2ccc(OC(F)(F)F)cc2)C1=O,7.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x1767123b0>,True,7,427.39400000000006,4.205100000000003,1,4,59.00000000000001,0.6731357311528504
1825,CHEMBL3973879,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCC(F)(F)F)c1,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x176712420>,True,7,423.4310000000001,4.754600000000004,0,4,48.0,0.6447136290016294
1827,CHEMBL3892961,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCC(F)F)c1,6.761953896871205,<rdkit.Chem.rdchem.Mol object at 0x176712490>,True,8,405.4410000000001,4.457400000000004,0,4,48.0,0.6508022645955585
1829,CHEMBL3954128,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OCCF)c1,6.6252516539898965,<rdkit.Chem.rdchem.Mol object at 0x176712500>,True,8,387.45100000000014,4.161800000000003,0,4,48.0,0.6823942056136529
1831,CHEMBL3969988,COc1cccc(OC)c1C1CC(C)C(=O)N1Cc1cccc(OC(C)C)c1,7.031517051446065,<rdkit.Chem.rdchem.Mol object at 0x176712570>,True,7,383.4880000000001,4.600700000000004,0,4,48.0,0.7010082658580932
1833,CHEMBL3962408,COc1cc(CN2C(=O)C(C)CC2c2c(OC)cccc2OC)ccc1OC(F)F,6.628932137728263,<rdkit.Chem.rdchem.Mol object at 0x176712650>,True,8,421.4400000000001,4.423500000000004,0,5,57.230000000000004,0.6315110298481388
1835,CHEMBL3892317,CCOc1cccc(Cl)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,7.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x176712730>,True,6,429.82200000000006,4.471800000000003,1,4,59.0,0.7356240155018697
1836,CHEMBL3916806,CCOc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)c(F)c1,7.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x1767127a0>,True,6,431.357,4.096600000000003,1,4,59.0,0.7002875170776192
1837,CHEMBL3978321,CCOc1cccc(F)c1C1CC(O)C(=O)N1Cc1ccc(OC(F)(F)F)c(Cl)c1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x176712810>,True,6,447.812,4.6109000000000036,1,4,59.0,0.656916197374641
1838,CHEMBL3907804,COc1cccc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1cccc(OC(F)(F)F)c1,6.818156412055227,<rdkit.Chem.rdchem.Mol object at 0x176712880>,True,5,399.34000000000003,3.567400000000003,1,4,59.0,0.7814772078257055
1839,CHEMBL3906721,CCOc1cc(F)cc(F)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,6.5934598195660445,<rdkit.Chem.rdchem.Mol object at 0x1767128f0>,True,6,431.3570000000001,4.096600000000003,1,4,59.0,0.7002875170776189
1840,CHEMBL3910216,O=C1[C@H](O)C[C@@H](c2c(F)cccc2OCCF)N1Cc1ccc(OC(F)(F)F)cc1,7.2441251443275085,<rdkit.Chem.rdchem.Mol object at 0x176712960>,True,7,431.3570000000001,3.9071000000000025,1,4,59.0,0.6759249655987234
1857,CHEMBL3917173,COc1ccc2c(c1C1CCCC(=O)N1Cc1ccc(OC(F)(F)F)cc1)OCO2,7.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x176712f80>,True,5,423.38700000000006,4.576300000000003,0,5,57.230000000000004,0.7049860234344585
1871,CHEMBL3939214,COc1cccc(F)c1[C@@H]1C[C@H](F)C(=O)N1Cc1cccc(OC(F)(F)F)c1,7.031517051446065,<rdkit.Chem.rdchem.Mol object at 0x176713530>,True,5,401.331,4.544600000000003,0,3,38.769999999999996,0.6906908038607903
2202,CHEMBL4059661,COc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(C2CC2)n1,7.494850021680094,<rdkit.Chem.rdchem.Mol object at 0x1770ce340>,True,5,406.4860000000003,3.6148000000000025,0,6,88.33999999999999,0.7535938420235812
2206,CHEMBL4079177,COc1ccc(C(=O)N2C[C@H](Oc3nccc(C#N)c3C)CC[C@H]2C)c(SC)n1,7.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x1770ce500>,True,5,412.5150000000002,3.4593000000000025,0,7,88.33999999999999,0.694959698783957
2207,CHEMBL4097192,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2C2CC2)C1,8.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x1770ce570>,True,4,375.47200000000015,4.211200000000003,0,4,66.22,0.8027521805165695
2208,CHEMBL4068314,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2C(F)(F)F)C1,7.6777807052660805,<rdkit.Chem.rdchem.Mol object at 0x1770ce5e0>,True,3,403.40400000000005,4.352600000000004,0,4,66.22,0.7641855065459975
2209,CHEMBL4089492,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2OC(F)(F)F)C1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x1770ce650>,True,4,419.4030000000001,4.232400000000004,0,5,75.45,0.7413789262724586
2210,CHEMBL4094742,CCOc1ccccc1C(=O)N1C[C@H](Oc2nccc(C#N)c2C)CC[C@H]1C,8.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x1770ce6c0>,True,5,379.46000000000015,3.7325000000000026,0,5,75.44999999999999,0.7911207825359039
2211,CHEMBL4067287,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccccc2N2CCCC2)C1,7.5376020021010435,<rdkit.Chem.rdchem.Mol object at 0x1770ce730>,True,4,404.51400000000024,3.9340000000000037,0,5,69.46,0.7721362902006902
2213,CHEMBL4088538,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2cccnc2-c2ccccc2)C1,7.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x1770ce810>,True,4,412.4930000000001,4.395800000000004,0,5,79.11,0.6347237424933705
2214,CHEMBL4098714,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2ccncc2-c2ccccc2)C1,7.161150909262744,<rdkit.Chem.rdchem.Mol object at 0x1770ce880>,True,4,412.4930000000001,4.395800000000004,0,5,79.11,0.6347237424933705
2220,CHEMBL4072715,C[C@@H]1CC[C@@H](Sc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-n1nccn1,7.886056647693163,<rdkit.Chem.rdchem.Mol object at 0x1770cea40>,True,4,404.4990000000001,3.3193800000000016,0,6,87.7,0.6628440334148595
2339,CHEMBL4794726,CCOc1ccccc1C(=O)N1C[C@H](c2nc(C(C)(C)O)c(C)o2)CC[C@H]1C,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x17709c900>,True,5,386.49200000000013,4.017420000000003,1,5,75.8,0.8399602923965046
2346,CHEMBL4739975,COC(=O)N1[C@H](C)C[C@H](NS(=O)(=O)N(C)C)[C@@H]1CO[C@H]1CC[C@@H](c2cccc(F)c2)CC1,9.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x17709cc10>,True,7,471.5950000000003,2.862300000000001,1,5,88.18,0.6607620889304239
2347,CHEMBL4790356,[2H][C@@H]1C[C@@H](OC[C@H]2[C@@H](NS(=O)(=O)N(C)C)C[C@@H](C)N2C(=O)OC)CC[C@@]1([2H])c1cccc(F)c1,9.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x17709cc80>,True,7,473.60720355600023,2.862300000000001,1,5,88.18,0.6579975139026927
2367,CHEMBL5195414,C[C@@H]1C[C@H](NS(=O)(=O)N(C)C)[C@@H]2COC3CCC(CC3)c3ccccc3/C=C/OC(=O)N12,10.045757490560675,<rdkit.Chem.rdchem.Mol object at 0x17709ccf0>,True,3,463.60000000000025,3.077700000000002,1,5,88.17999999999999,0.7443461491230616
2466,CHEMBL5618131,COc1cc(CN2[C@H]3c4ccccc4OC[C@H]3CN2C(=O)C2CCCCC2)cc(OC)c1,8.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x17709daf0>,True,5,436.55200000000036,4.593200000000005,0,5,51.24000000000001,0.686064395615522
2471,CHEMBL5620268,O=C(C1CCCCC1)N1C[C@@H]2COc3ccccc3[C@@H]2N1Cc1cccc(-n2nccn2)c1,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x17709dc40>,True,4,443.55100000000016,4.156700000000003,0,5,63.49,0.6060269079088579
2514,CHEMBL5768276,Cc1c(C#N)ccnc1O[C@@H]1CC[C@@H](C)N(C(=O)c2cccnc2OC(C)C)C1,7.422508200162775,<rdkit.Chem.rdchem.Mol object at 0x17709ece0>,True,5,394.47500000000014,3.5160000000000027,0,6,88.34,0.7709540152900308
2516,CHEMBL5756377,COc1cccc(OC)c1C(=O)N[C@H]1CCC[C@H]1Nc1cnc2ccccc2n1,7.008773924307505,<rdkit.Chem.rdchem.Mol object at 0x17709edc0>,True,6,392.45900000000006,3.410000000000002,2,6,85.37,0.6687000705504933
3182,CHEMBL5981958,C[C@@H]1CC[C@@H](c2ncc(C(C)(C)O)s2)CN1C(=O)c1ccccc1-n1nccn1,7.173925197299173,<rdkit.Chem.rdchem.Mol object at 0x17704cb30>,True,4,411.53100000000006,3.3595000000000024,1,6,84.14,0.7116397360136232
3184,CHEMBL5853721,C[C@@H]1CC[C@@H](c2cnc(C(C)(C)O)s2)CN1C(=O)c1ccccc1-n1nccn1,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x17704cba0>,True,4,411.53100000000006,3.3595000000000024,1,6,84.14,0.7116397360136232
3185,CHEMBL5966265,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccccc1-n1nccn1,7.769551078621726,<rdkit.Chem.rdchem.Mol object at 0x17704cc10>,True,4,411.5310000000001,3.3595000000000024,1,6,84.14,0.7116397360136232
3186,CHEMBL5812530,C[C@@H]1CC[C@@H](c2nc([C@H](O)C(F)(F)F)cs2)CN1C(=O)c1ccccc1-n1nccn1,6.782516055786093,<rdkit.Chem.rdchem.Mol object at 0x17704cc80>,True,4,451.47400000000016,3.727800000000002,1,6,84.14,0.653628393718599
3187,CHEMBL5802739,C[C@@H]1CC[C@@H](c2nc([C@@H](O)C(F)(F)F)cs2)CN1C(=O)c1ccccc1-n1nccn1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x17704ccf0>,True,4,451.47400000000016,3.727800000000002,1,6,84.14,0.653628393718599
3188,CHEMBL5922483,C[C@@H]1CC[C@@H](c2nc([C@H](O)C(F)F)cs2)CN1C(=O)c1ccccc1-n1nccn1,6.876148359032914,<rdkit.Chem.rdchem.Mol object at 0x17704cd60>,True,5,433.4840000000001,3.430600000000002,1,6,84.14,0.6665326242000883
3189,CHEMBL5914031,C[C@@H]1CC[C@@H](c2nc([C@@H](O)C(F)F)cs2)CN1C(=O)c1ccccc1-n1nccn1,8.0268721464003,<rdkit.Chem.rdchem.Mol object at 0x17704cdd0>,True,5,433.4840000000001,3.430600000000002,1,6,84.14,0.6665326242000883
3190,CHEMBL6001474,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccsc1-n1nccn1,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x17704ce40>,True,4,417.5600000000001,3.421000000000002,1,7,84.14,0.7031171885740999
3191,CHEMBL6008583,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccccc1C1(C#N)CC1,7.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x17704ceb0>,True,4,409.55500000000023,4.333980000000004,1,5,77.22,0.8150861943472066
3192,CHEMBL5872865,COC(=O)c1ccccc1C(=O)N1C[C@H](c2nc(C(C)(C)O)cs2)CC[C@H]1C,7.356547323513812,<rdkit.Chem.rdchem.Mol object at 0x17704cf20>,True,4,402.51600000000013,3.565400000000003,1,6,79.73,0.7911722217394392
3193,CHEMBL5749986,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccc(F)cc1-n1nccn1,7.721246399047171,<rdkit.Chem.rdchem.Mol object at 0x17704cf90>,True,4,429.52100000000013,3.4986000000000024,1,6,84.14,0.6862748066032898
3195,CHEMBL6013096,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1cscc1-n1nccn1,7.795880017344075,<rdkit.Chem.rdchem.Mol object at 0x17704d070>,True,4,417.5600000000001,3.421000000000002,1,7,84.14,0.7031171885740999
3196,CHEMBL6036043,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1cscc1-c1ncccn1,7.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x17704d0e0>,True,4,428.58300000000014,4.2973000000000035,1,7,79.21000000000001,0.6702844585235193
3197,CHEMBL5768269,C[C@@H]1CC[C@@H](c2nc(C(C)(C)O)cs2)CN1C(=O)c1ccccc1-c1ncccn1,7.5376020021010435,<rdkit.Chem.rdchem.Mol object at 0x17704d150>,True,4,422.55400000000014,4.235800000000004,1,6,79.21000000000001,0.6804237876230155
